cc,icd,version,year
104,4415,9,2009
104,4416,9,2009
105,4417,9,2009
105,4419,9,2009
105,4420,9,2009
105,4421,9,2009
105,4422,9,2009
105,4423,9,2009
105,44281,9,2009
105,44282,9,2009
105,44283,9,2009
105,44284,9,2009
105,44289,9,2009
105,4429,9,2009
105,4431,9,2009
104,44321,9,2009
104,44322,9,2009
104,44323,9,2009
104,44324,9,2009
104,44329,9,2009
105,44381,9,2009
105,44382,9,2009
105,44389,9,2009
105,4439,9,2009
104,4440,9,2009
104,4441,9,2009
104,44421,9,2009
104,44422,9,2009
104,44481,9,2009
104,44489,9,2009
104,4449,9,2009
104,44501,9,2009
104,44502,9,2009
104,44581,9,2009
104,44589,9,2009
38,4460,9,2009
38,4461,9,2009
38,44620,9,2009
38,44621,9,2009
38,44629,9,2009
38,4463,9,2009
38,4464,9,2009
38,4465,9,2009
38,4466,9,2009
38,4467,9,2009
105,4470,9,2009
105,4471,9,2009
105,4472,9,2009
105,4473,9,2009
105,4474,9,2009
105,4475,9,2009
105,4476,9,2009
105,4478,9,2009
105,4479,9,2009
105,4480,9,2009
104,449,9,2009
105,45111,9,2009
105,45119,9,2009
105,45181,9,2009
105,45183,9,2009
105,4530,9,2009
105,4532,9,2009
105,4533,9,2009
105,45340,9,2009
105,45341,9,2009
105,45342,9,2009
105,4538,9,2009
25,4560,9,2009
25,4561,9,2009
25,45620,9,2009
25,45621,9,2009
112,481,9,2009
111,4820,9,2009
111,4821,9,2009
112,4822,9,2009
112,48230,9,2009
112,48231,9,2009
112,48232,9,2009
112,48239,9,2009
111,48240,9,2009
111,48241,9,2009
111,48242,9,2009
111,48249,9,2009
111,48281,9,2009
111,48282,9,2009
111,48283,9,2009
111,48284,9,2009
111,48289,9,2009
5,4841,9,2009
112,4846,9,2009
112,4847,9,2009
108,4910,9,2009
108,4911,9,2009
108,49120,9,2009
108,49121,9,2009
108,49122,9,2009
108,4918,9,2009
108,4919,9,2009
108,4920,9,2009
108,4928,9,2009
108,49320,9,2009
108,49321,9,2009
108,49322,9,2009
108,496,9,2009
111,5070,9,2009
111,5071,9,2009
111,5078,9,2009
112,5100,9,2009
112,5109,9,2009
112,5130,9,2009
112,5131,9,2009
44,5173,9,2009
108,5181,9,2009
108,5182,9,2009
79,5184,9,2009
79,5185,9,2009
79,51881,9,2009
79,51882,9,2009
79,51883,9,2009
79,51884,9,2009
77,51900,9,2009
77,51901,9,2009
77,51902,9,2009
77,51909,9,2009
176,53086,9,2009
176,53087,9,2009
31,53110,9,2009
31,53111,9,2009
31,53120,9,2009
31,53121,9,2009
31,53150,9,2009
31,53151,9,2009
31,53160,9,2009
31,53161,9,2009
31,53210,9,2009
31,53211,9,2009
31,53220,9,2009
31,53221,9,2009
31,53250,9,2009
31,53251,9,2009
31,53260,9,2009
31,53261,9,2009
31,53310,9,2009
31,53311,9,2009
31,53320,9,2009
31,53321,9,2009
31,53350,9,2009
31,53351,9,2009
31,53360,9,2009
31,53361,9,2009
31,53410,9,2009
31,53411,9,2009
31,53420,9,2009
31,53421,9,2009
31,53450,9,2009
31,53451,9,2009
31,53460,9,2009
31,53461,9,2009
176,53640,9,2009
176,53641,9,2009
176,53642,9,2009
176,53649,9,2009
33,5550,9,2009
33,5551,9,2009
33,5552,9,2009
33,5559,9,2009
33,5560,9,2009
33,5561,9,2009
33,5562,9,2009
33,5563,9,2009
33,5564,9,2009
33,5565,9,2009
33,5566,9,2009
33,5568,9,2009
33,5569,9,2009
104,5570,9,2009
105,5571,9,2009
105,5579,9,2009
31,5600,9,2009
31,5601,9,2009
31,5602,9,2009
31,56030,9,2009
31,56031,9,2009
31,56039,9,2009
31,56081,9,2009
31,56089,9,2009
31,5609,9,2009
31,5670,9,2009
31,5671,9,2009
31,56721,9,2009
31,56722,9,2009
31,56723,9,2009
31,56729,9,2009
31,56731,9,2009
31,56738,9,2009
31,56739,9,2009
31,56781,9,2009
31,56782,9,2009
31,56789,9,2009
31,5679,9,2009
176,56960,9,2009
176,56961,9,2009
176,56962,9,2009
176,56969,9,2009
31,56983,9,2009
26,5712,9,2009
26,5713,9,2009
27,57140,9,2009
27,57141,9,2009
27,57142,9,2009
27,57149,9,2009
26,5715,9,2009
26,5716,9,2009
25,5722,9,2009
25,5723,9,2009
25,5724,9,2009
25,5728,9,2009
32,5770,9,2009
32,5771,9,2009
32,5772,9,2009
32,5778,9,2009
32,5779,9,2009
32,5790,9,2009
32,5791,9,2009
32,5792,9,2009
32,5793,9,2009
32,5794,9,2009
32,5798,9,2009
32,5799,9,2009
132,5800,9,2009
132,5804,9,2009
132,58081,9,2009
132,58089,9,2009
132,5809,9,2009
132,5810,9,2009
132,5811,9,2009
132,5812,9,2009
132,5813,9,2009
132,58181,9,2009
132,58189,9,2009
132,5819,9,2009
132,5820,9,2009
132,5821,9,2009
132,5822,9,2009
132,5824,9,2009
132,58281,9,2009
132,58289,9,2009
132,5829,9,2009
132,5830,9,2009
132,5831,9,2009
132,5832,9,2009
132,5834,9,2009
132,5836,9,2009
132,5837,9,2009
132,58381,9,2009
132,58389,9,2009
132,5839,9,2009
131,5845,9,2009
131,5846,9,2009
131,5847,9,2009
131,5848,9,2009
131,5849,9,2009
131,5851,9,2009
131,5852,9,2009
131,5853,9,2009
131,5854,9,2009
131,5855,9,2009
131,5856,9,2009
131,5859,9,2009
131,586,9,2009
104,59381,9,2009
148,70700,9,2009
148,70701,9,2009
148,70702,9,2009
148,70703,9,2009
148,70704,9,2009
148,70705,9,2009
148,70706,9,2009
148,70707,9,2009
148,70709,9,2009
149,70710,9,2009
149,70711,9,2009
149,70712,9,2009
149,70713,9,2009
149,70714,9,2009
149,70715,9,2009
149,70719,9,2009
148,70720,9,2009
148,70721,9,2009
148,70722,9,2009
148,70723,9,2009
148,70724,9,2009
148,70725,9,2009
149,7078,9,2009
149,7079,9,2009
38,7100,9,2009
38,7101,9,2009
38,7102,9,2009
38,7103,9,2009
38,7104,9,2009
38,7105,9,2009
38,7108,9,2009
38,7109,9,2009
37,71100,9,2009
37,71101,9,2009
37,71102,9,2009
37,71103,9,2009
37,71104,9,2009
37,71105,9,2009
37,71106,9,2009
37,71107,9,2009
37,71108,9,2009
37,71109,9,2009
37,71110,9,2009
37,71111,9,2009
37,71112,9,2009
37,71113,9,2009
37,71114,9,2009
37,71115,9,2009
37,71116,9,2009
37,71117,9,2009
37,71118,9,2009
37,71119,9,2009
37,71120,9,2009
37,71121,9,2009
37,71122,9,2009
37,71123,9,2009
37,71124,9,2009
37,71125,9,2009
37,71126,9,2009
37,71127,9,2009
37,71128,9,2009
37,71129,9,2009
37,71130,9,2009
37,71131,9,2009
37,71132,9,2009
37,71133,9,2009
37,71134,9,2009
37,71135,9,2009
37,71136,9,2009
37,71137,9,2009
37,71138,9,2009
37,71139,9,2009
37,71140,9,2009
37,71141,9,2009
37,71142,9,2009
37,71143,9,2009
37,71144,9,2009
37,71145,9,2009
37,71146,9,2009
37,71147,9,2009
37,71148,9,2009
37,71149,9,2009
37,71150,9,2009
37,71151,9,2009
37,71152,9,2009
37,71153,9,2009
37,71154,9,2009
37,71155,9,2009
37,71156,9,2009
37,71157,9,2009
37,71158,9,2009
37,71159,9,2009
37,71160,9,2009
37,71161,9,2009
37,71162,9,2009
37,71163,9,2009
37,71164,9,2009
37,71165,9,2009
37,71166,9,2009
37,71167,9,2009
37,71168,9,2009
37,71169,9,2009
37,71170,9,2009
37,71171,9,2009
37,71172,9,2009
37,71173,9,2009
37,71174,9,2009
37,71175,9,2009
37,71176,9,2009
37,71177,9,2009
37,71178,9,2009
37,71179,9,2009
37,71180,9,2009
37,71181,9,2009
37,71182,9,2009
37,71183,9,2009
37,71184,9,2009
37,71185,9,2009
37,71186,9,2009
37,71187,9,2009
37,71188,9,2009
37,71189,9,2009
37,71190,9,2009
37,71191,9,2009
37,71192,9,2009
37,71193,9,2009
37,71194,9,2009
37,71195,9,2009
37,71196,9,2009
37,71197,9,2009
37,71198,9,2009
37,71199,9,2009
38,7140,9,2009
38,7141,9,2009
38,7142,9,2009
38,71430,9,2009
38,71431,9,2009
38,71432,9,2009
38,71433,9,2009
38,7144,9,2009
38,71481,9,2009
38,71489,9,2009
38,7149,9,2009
38,7200,9,2009
38,7201,9,2009
38,7202,9,2009
38,72081,9,2009
38,72089,9,2009
38,7209,9,2009
38,725,9,2009
37,72886,9,2009
37,73000,9,2009
37,73001,9,2009
37,73002,9,2009
37,73003,9,2009
37,73004,9,2009
37,73005,9,2009
37,73006,9,2009
37,73007,9,2009
37,73008,9,2009
37,73009,9,2009
37,73010,9,2009
37,73011,9,2009
37,73012,9,2009
37,73013,9,2009
37,73014,9,2009
37,73015,9,2009
37,73016,9,2009
37,73017,9,2009
37,73018,9,2009
37,73019,9,2009
37,73020,9,2009
37,73021,9,2009
37,73022,9,2009
37,73023,9,2009
37,73024,9,2009
37,73025,9,2009
37,73026,9,2009
37,73027,9,2009
37,73028,9,2009
37,73029,9,2009
37,73030,9,2009
37,73031,9,2009
37,73032,9,2009
37,73033,9,2009
37,73034,9,2009
37,73035,9,2009
37,73036,9,2009
37,73037,9,2009
37,73038,9,2009
37,73039,9,2009
37,73070,9,2009
37,73071,9,2009
37,73072,9,2009
37,73073,9,2009
37,73074,9,2009
37,73075,9,2009
37,73076,9,2009
37,73077,9,2009
37,73078,9,2009
37,73079,9,2009
37,73080,9,2009
37,73081,9,2009
37,73082,9,2009
37,73083,9,2009
37,73084,9,2009
37,73085,9,2009
37,73086,9,2009
37,73087,9,2009
37,73088,9,2009
37,73089,9,2009
37,73090,9,2009
37,73091,9,2009
37,73092,9,2009
37,73093,9,2009
37,73094,9,2009
37,73095,9,2009
37,73096,9,2009
37,73097,9,2009
37,73098,9,2009
37,73099,9,2009
157,73313,9,2009
158,73314,9,2009
158,73315,9,2009
37,73340,9,2009
37,73341,9,2009
37,73342,9,2009
37,73343,9,2009
37,73344,9,2009
37,73345,9,2009
37,73349,9,2009
69,7400,9,2009
69,7401,9,2009
69,7402,9,2009
69,74100,9,2009
69,74101,9,2009
69,74102,9,2009
69,74103,9,2009
69,74190,9,2009
69,74191,9,2009
69,74192,9,2009
69,74193,9,2009
69,7420,9,2009
69,7421,9,2009
69,7422,9,2009
69,7423,9,2009
69,7424,9,2009
69,74251,9,2009
69,74253,9,2009
69,74259,9,2009
69,7428,9,2009
69,7429,9,2009
131,75314,9,2009
10,7595,9,2009
10,7596,9,2009
2,77181,9,2009
75,78001,9,2009
75,78003,9,2009
74,78031,9,2009
74,78032,9,2009
74,78039,9,2009
67,78072,9,2009
104,7854,9,2009
79,78550,9,2009
79,78551,9,2009
2,78552,9,2009
2,78559,9,2009
79,7980,9,2009
79,7981,9,2009
79,7982,9,2009
79,7989,9,2009
79,79901,9,2009
79,79902,9,2009
78,7991,9,2009
21,7994,9,2009
155,80000,9,2009
155,80001,9,2009
155,80002,9,2009
154,80003,9,2009
154,80004,9,2009
154,80005,9,2009
155,80006,9,2009
155,80009,9,2009
155,80010,9,2009
155,80011,9,2009
155,80012,9,2009
154,80013,9,2009
154,80014,9,2009
154,80015,9,2009
155,80016,9,2009
155,80019,9,2009
155,80020,9,2009
155,80021,9,2009
155,80022,9,2009
154,80023,9,2009
154,80024,9,2009
154,80025,9,2009
155,80026,9,2009
155,80029,9,2009
155,80030,9,2009
155,80031,9,2009
155,80032,9,2009
154,80033,9,2009
154,80034,9,2009
154,80035,9,2009
155,80036,9,2009
155,80039,9,2009
155,80040,9,2009
155,80041,9,2009
155,80042,9,2009
154,80043,9,2009
154,80044,9,2009
154,80045,9,2009
155,80046,9,2009
155,80049,9,2009
155,80050,9,2009
155,80051,9,2009
155,80052,9,2009
154,80053,9,2009
154,80054,9,2009
154,80055,9,2009
155,80056,9,2009
155,80059,9,2009
155,80060,9,2009
155,80061,9,2009
155,80062,9,2009
154,80063,9,2009
154,80064,9,2009
154,80065,9,2009
155,80066,9,2009
155,80069,9,2009
155,80070,9,2009
155,80071,9,2009
155,80072,9,2009
154,80073,9,2009
154,80074,9,2009
154,80075,9,2009
155,80076,9,2009
155,80079,9,2009
155,80080,9,2009
155,80081,9,2009
155,80082,9,2009
154,80083,9,2009
154,80084,9,2009
154,80085,9,2009
155,80086,9,2009
155,80089,9,2009
155,80090,9,2009
155,80091,9,2009
155,80092,9,2009
154,80093,9,2009
154,80094,9,2009
154,80095,9,2009
155,80096,9,2009
155,80099,9,2009
155,80100,9,2009
155,80101,9,2009
155,80102,9,2009
154,80103,9,2009
154,80104,9,2009
154,80105,9,2009
155,80106,9,2009
155,80109,9,2009
155,80110,9,2009
155,80111,9,2009
155,80112,9,2009
154,80113,9,2009
154,80114,9,2009
154,80115,9,2009
155,80116,9,2009
155,80119,9,2009
155,80120,9,2009
155,80121,9,2009
155,80122,9,2009
154,80123,9,2009
154,80124,9,2009
154,80125,9,2009
155,80126,9,2009
155,80129,9,2009
155,80130,9,2009
155,80131,9,2009
155,80132,9,2009
154,80133,9,2009
154,80134,9,2009
154,80135,9,2009
155,80136,9,2009
155,80139,9,2009
155,80140,9,2009
155,80141,9,2009
155,80142,9,2009
154,80143,9,2009
154,80144,9,2009
154,80145,9,2009
155,80146,9,2009
155,80149,9,2009
155,80150,9,2009
155,80151,9,2009
155,80152,9,2009
154,80153,9,2009
154,80154,9,2009
154,80155,9,2009
155,80156,9,2009
155,80159,9,2009
155,80160,9,2009
155,80161,9,2009
155,80162,9,2009
154,80163,9,2009
154,80164,9,2009
154,80165,9,2009
155,80166,9,2009
155,80169,9,2009
155,80170,9,2009
155,80171,9,2009
155,80172,9,2009
154,80173,9,2009
154,80174,9,2009
154,80175,9,2009
155,80176,9,2009
155,80179,9,2009
155,80180,9,2009
155,80181,9,2009
155,80182,9,2009
154,80183,9,2009
154,80184,9,2009
154,80185,9,2009
155,80186,9,2009
155,80189,9,2009
155,80190,9,2009
155,80191,9,2009
155,80192,9,2009
154,80193,9,2009
154,80194,9,2009
154,80195,9,2009
155,80196,9,2009
155,80199,9,2009
155,80220,9,2009
155,80221,9,2009
155,80222,9,2009
155,80223,9,2009
155,80224,9,2009
155,80225,9,2009
155,80226,9,2009
155,80227,9,2009
155,80228,9,2009
155,80229,9,2009
155,80230,9,2009
155,80231,9,2009
155,80232,9,2009
155,80233,9,2009
155,80234,9,2009
155,80235,9,2009
155,80236,9,2009
155,80237,9,2009
155,80238,9,2009
155,80239,9,2009
155,8024,9,2009
155,8025,9,2009
155,8026,9,2009
155,8027,9,2009
155,8028,9,2009
155,8029,9,2009
155,80300,9,2009
155,80301,9,2009
155,80302,9,2009
154,80303,9,2009
154,80304,9,2009
154,80305,9,2009
155,80306,9,2009
155,80309,9,2009
155,80310,9,2009
155,80311,9,2009
155,80312,9,2009
154,80313,9,2009
154,80314,9,2009
154,80315,9,2009
155,80316,9,2009
155,80319,9,2009
155,80320,9,2009
155,80321,9,2009
155,80322,9,2009
154,80323,9,2009
154,80324,9,2009
154,80325,9,2009
155,80326,9,2009
155,80329,9,2009
155,80330,9,2009
155,80331,9,2009
155,80332,9,2009
154,80333,9,2009
154,80334,9,2009
154,80335,9,2009
155,80336,9,2009
155,80339,9,2009
155,80340,9,2009
155,80341,9,2009
155,80342,9,2009
154,80343,9,2009
154,80344,9,2009
154,80345,9,2009
155,80346,9,2009
155,80349,9,2009
155,80350,9,2009
155,80351,9,2009
155,80352,9,2009
154,80353,9,2009
154,80354,9,2009
154,80355,9,2009
155,80356,9,2009
155,80359,9,2009
155,80360,9,2009
155,80361,9,2009
155,80362,9,2009
154,80363,9,2009
154,80364,9,2009
154,80365,9,2009
155,80366,9,2009
155,80369,9,2009
155,80370,9,2009
155,80371,9,2009
155,80372,9,2009
154,80373,9,2009
154,80374,9,2009
154,80375,9,2009
155,80376,9,2009
155,80379,9,2009
155,80380,9,2009
155,80381,9,2009
155,80382,9,2009
154,80383,9,2009
154,80384,9,2009
154,80385,9,2009
155,80386,9,2009
155,80389,9,2009
155,80390,9,2009
155,80391,9,2009
155,80392,9,2009
154,80393,9,2009
154,80394,9,2009
154,80395,9,2009
155,80396,9,2009
155,80399,9,2009
155,80400,9,2009
155,80401,9,2009
155,80402,9,2009
154,80403,9,2009
154,80404,9,2009
154,80405,9,2009
155,80406,9,2009
155,80409,9,2009
155,80410,9,2009
155,80411,9,2009
155,80412,9,2009
154,80413,9,2009
154,80414,9,2009
154,80415,9,2009
155,80416,9,2009
155,80419,9,2009
155,80420,9,2009
155,80421,9,2009
155,80422,9,2009
154,80423,9,2009
154,80424,9,2009
154,80425,9,2009
155,80426,9,2009
155,80429,9,2009
155,80430,9,2009
155,80431,9,2009
155,80432,9,2009
154,80433,9,2009
154,80434,9,2009
154,80435,9,2009
155,80436,9,2009
155,80439,9,2009
155,80440,9,2009
155,80441,9,2009
155,80442,9,2009
154,80443,9,2009
154,80444,9,2009
154,80445,9,2009
155,80446,9,2009
155,80449,9,2009
155,80450,9,2009
155,80451,9,2009
155,80452,9,2009
154,80453,9,2009
154,80454,9,2009
154,80455,9,2009
155,80456,9,2009
155,80459,9,2009
155,80460,9,2009
155,80461,9,2009
155,80462,9,2009
154,80463,9,2009
154,80464,9,2009
154,80465,9,2009
155,80466,9,2009
155,80469,9,2009
155,80470,9,2009
155,80471,9,2009
155,80472,9,2009
154,80473,9,2009
154,80474,9,2009
154,80475,9,2009
155,80476,9,2009
155,80479,9,2009
155,80480,9,2009
155,80481,9,2009
155,80482,9,2009
154,80483,9,2009
154,80484,9,2009
154,80485,9,2009
155,80486,9,2009
155,80489,9,2009
155,80490,9,2009
155,80491,9,2009
155,80492,9,2009
154,80493,9,2009
154,80494,9,2009
154,80495,9,2009
155,80496,9,2009
155,80499,9,2009
157,80500,9,2009
157,80501,9,2009
157,80502,9,2009
157,80503,9,2009
157,80504,9,2009
157,80505,9,2009
157,80506,9,2009
157,80507,9,2009
157,80508,9,2009
157,80510,9,2009
157,80511,9,2009
157,80512,9,2009
157,80513,9,2009
157,80514,9,2009
157,80515,9,2009
157,80516,9,2009
157,80517,9,2009
157,80518,9,2009
157,8052,9,2009
157,8053,9,2009
157,8054,9,2009
157,8055,9,2009
157,8056,9,2009
157,8057,9,2009
157,8058,9,2009
157,8059,9,2009
69,80600,9,2009
67,80601,9,2009
69,80602,9,2009
69,80603,9,2009
69,80604,9,2009
69,80605,9,2009
67,80606,9,2009
69,80607,9,2009
69,80608,9,2009
69,80609,9,2009
69,80610,9,2009
67,80611,9,2009
69,80612,9,2009
69,80613,9,2009
69,80614,9,2009
69,80615,9,2009
67,80616,9,2009
69,80617,9,2009
69,80618,9,2009
69,80619,9,2009
69,80620,9,2009
68,80621,9,2009
69,80622,9,2009
69,80623,9,2009
69,80624,9,2009
69,80625,9,2009
68,80626,9,2009
69,80627,9,2009
69,80628,9,2009
69,80629,9,2009
69,80630,9,2009
68,80631,9,2009
69,80632,9,2009
69,80633,9,2009
69,80634,9,2009
69,80635,9,2009
68,80636,9,2009
69,80637,9,2009
69,80638,9,2009
69,80639,9,2009
69,8064,9,2009
69,8065,9,2009
69,80660,9,2009
69,80661,9,2009
69,80662,9,2009
69,80669,9,2009
69,80670,9,2009
69,80671,9,2009
69,80672,9,2009
69,80679,9,2009
69,8068,9,2009
69,8069,9,2009
158,8080,9,2009
158,8081,9,2009
158,8082,9,2009
158,8083,9,2009
158,80841,9,2009
158,80842,9,2009
158,80843,9,2009
158,80849,9,2009
158,80851,9,2009
158,80852,9,2009
158,80853,9,2009
158,80859,9,2009
158,8088,9,2009
158,8089,9,2009
158,82000,9,2009
158,82001,9,2009
158,82002,9,2009
158,82003,9,2009
158,82009,9,2009
158,82010,9,2009
158,82011,9,2009
158,82012,9,2009
158,82013,9,2009
158,82019,9,2009
158,82020,9,2009
158,82021,9,2009
158,82022,9,2009
158,82030,9,2009
158,82031,9,2009
158,82032,9,2009
158,8208,9,2009
158,8209,9,2009
158,82100,9,2009
158,82101,9,2009
158,82110,9,2009
158,82111,9,2009
158,82120,9,2009
158,82121,9,2009
158,82122,9,2009
158,82123,9,2009
158,82129,9,2009
158,82130,9,2009
158,82131,9,2009
158,82132,9,2009
158,82133,9,2009
158,82139,9,2009
158,83500,9,2009
158,83501,9,2009
158,83502,9,2009
158,83503,9,2009
158,83510,9,2009
158,83511,9,2009
158,83512,9,2009
158,83513,9,2009
155,8502,9,2009
155,8503,9,2009
155,8504,9,2009
155,85100,9,2009
155,85101,9,2009
155,85102,9,2009
154,85103,9,2009
154,85104,9,2009
154,85105,9,2009
155,85106,9,2009
155,85109,9,2009
155,85110,9,2009
155,85111,9,2009
155,85112,9,2009
154,85113,9,2009
154,85114,9,2009
154,85115,9,2009
155,85116,9,2009
155,85119,9,2009
155,85120,9,2009
155,85121,9,2009
155,85122,9,2009
154,85123,9,2009
154,85124,9,2009
154,85125,9,2009
155,85126,9,2009
155,85129,9,2009
155,85130,9,2009
155,85131,9,2009
155,85132,9,2009
154,85133,9,2009
154,85134,9,2009
154,85135,9,2009
155,85136,9,2009
155,85139,9,2009
155,85140,9,2009
155,85141,9,2009
155,85142,9,2009
154,85143,9,2009
154,85144,9,2009
154,85145,9,2009
155,85146,9,2009
155,85149,9,2009
155,85150,9,2009
155,85151,9,2009
155,85152,9,2009
154,85153,9,2009
154,85154,9,2009
154,85155,9,2009
155,85156,9,2009
155,85159,9,2009
155,85160,9,2009
155,85161,9,2009
155,85162,9,2009
154,85163,9,2009
154,85164,9,2009
154,85165,9,2009
155,85166,9,2009
155,85169,9,2009
155,85170,9,2009
155,85171,9,2009
155,85172,9,2009
154,85173,9,2009
154,85174,9,2009
154,85175,9,2009
155,85176,9,2009
155,85179,9,2009
155,85180,9,2009
155,85181,9,2009
155,85182,9,2009
154,85183,9,2009
154,85184,9,2009
154,85185,9,2009
155,85186,9,2009
155,85189,9,2009
155,85190,9,2009
155,85191,9,2009
155,85192,9,2009
154,85193,9,2009
154,85194,9,2009
154,85195,9,2009
155,85196,9,2009
155,85199,9,2009
155,85200,9,2009
155,85201,9,2009
155,85202,9,2009
154,85203,9,2009
154,85204,9,2009
154,85205,9,2009
155,85206,9,2009
155,85209,9,2009
155,85210,9,2009
155,85211,9,2009
155,85212,9,2009
154,85213,9,2009
154,85214,9,2009
154,85215,9,2009
155,85216,9,2009
155,85219,9,2009
155,85220,9,2009
155,85221,9,2009
155,85222,9,2009
154,85223,9,2009
154,85224,9,2009
154,85225,9,2009
155,85226,9,2009
155,85229,9,2009
155,85230,9,2009
155,85231,9,2009
155,85232,9,2009
154,85233,9,2009
154,85234,9,2009
154,85235,9,2009
155,85236,9,2009
155,85239,9,2009
155,85240,9,2009
155,85241,9,2009
155,85242,9,2009
154,85243,9,2009
154,85244,9,2009
154,85245,9,2009
155,85246,9,2009
155,85249,9,2009
155,85250,9,2009
155,85251,9,2009
155,85252,9,2009
154,85253,9,2009
154,85254,9,2009
154,85255,9,2009
155,85256,9,2009
155,85259,9,2009
155,85300,9,2009
155,85301,9,2009
155,85302,9,2009
154,85303,9,2009
154,85304,9,2009
154,85305,9,2009
155,85306,9,2009
155,85309,9,2009
155,85310,9,2009
155,85311,9,2009
155,85312,9,2009
154,85313,9,2009
154,85314,9,2009
154,85315,9,2009
155,85316,9,2009
155,85319,9,2009
155,85400,9,2009
155,85401,9,2009
155,85402,9,2009
154,85403,9,2009
154,85404,9,2009
154,85405,9,2009
155,85406,9,2009
155,85409,9,2009
155,85410,9,2009
155,85411,9,2009
155,85412,9,2009
154,85413,9,2009
154,85414,9,2009
154,85415,9,2009
155,85416,9,2009
155,85419,9,2009
161,8870,9,2009
161,8871,9,2009
161,8872,9,2009
161,8873,9,2009
161,8874,9,2009
161,8875,9,2009
161,8876,9,2009
161,8877,9,2009
161,8950,9,2009
161,8951,9,2009
161,8960,9,2009
161,8961,9,2009
161,8962,9,2009
161,8963,9,2009
161,8970,9,2009
161,8971,9,2009
161,8972,9,2009
161,8973,9,2009
161,8974,9,2009
161,8975,9,2009
161,8976,9,2009
161,8977,9,2009
155,9050,9,2009
177,9059,9,2009
155,9070,9,2009
69,9072,9,2009
150,94811,9,2009
150,94821,9,2009
150,94822,9,2009
150,94831,9,2009
150,94832,9,2009
150,94833,9,2009
150,94841,9,2009
150,94842,9,2009
150,94843,9,2009
150,94844,9,2009
150,94851,9,2009
150,94852,9,2009
150,94853,9,2009
150,94854,9,2009
150,94855,9,2009
150,94861,9,2009
150,94862,9,2009
150,94863,9,2009
150,94864,9,2009
150,94865,9,2009
150,94866,9,2009
150,94871,9,2009
150,94872,9,2009
150,94873,9,2009
150,94874,9,2009
150,94875,9,2009
150,94876,9,2009
150,94877,9,2009
150,94881,9,2009
150,94882,9,2009
150,94883,9,2009
150,94884,9,2009
150,94885,9,2009
150,94886,9,2009
150,94887,9,2009
150,94888,9,2009
150,94891,9,2009
150,94892,9,2009
150,94893,9,2009
150,94894,9,2009
150,94895,9,2009
150,94896,9,2009
150,94897,9,2009
150,94898,9,2009
150,94899,9,2009
69,95200,9,2009
67,95201,9,2009
69,95202,9,2009
69,95203,9,2009
69,95204,9,2009
69,95205,9,2009
67,95206,9,2009
69,95207,9,2009
69,95208,9,2009
69,95209,9,2009
69,95210,9,2009
68,95211,9,2009
69,95212,9,2009
69,95213,9,2009
69,95214,9,2009
69,95215,9,2009
68,95216,9,2009
69,95217,9,2009
69,95218,9,2009
69,95219,9,2009
69,9522,9,2009
69,9523,9,2009
69,9524,9,2009
69,9528,9,2009
69,9529,9,2009
164,9580,9,2009
164,9581,9,2009
164,9582,9,2009
164,9583,9,2009
164,9584,9,2009
164,9585,9,2009
164,9586,9,2009
164,9587,9,2009
164,9588,9,2009
164,95890,9,2009
164,95891,9,2009
164,95892,9,2009
164,95893,9,2009
164,95899,9,2009
164,99600,9,2009
164,99601,9,2009
164,99602,9,2009
164,99603,9,2009
164,99604,9,2009
164,99609,9,2009
164,9961,9,2009
164,9962,9,2009
164,99630,9,2009
164,99631,9,2009
164,99632,9,2009
164,99639,9,2009
164,99640,9,2009
164,99641,9,2009
164,99642,9,2009
164,99643,9,2009
164,99644,9,2009
164,99645,9,2009
164,99646,9,2009
164,99647,9,2009
164,99649,9,2009
164,99651,9,2009
164,99652,9,2009
164,99653,9,2009
164,99654,9,2009
164,99655,9,2009
130,99656,9,2009
164,99657,9,2009
164,99659,9,2009
164,99660,9,2009
164,99661,9,2009
164,99662,9,2009
164,99663,9,2009
164,99664,9,2009
164,99665,9,2009
164,99666,9,2009
164,99667,9,2009
130,99668,9,2009
164,99669,9,2009
164,99670,9,2009
164,99671,9,2009
164,99672,9,2009
130,99673,9,2009
164,99674,9,2009
164,99675,9,2009
164,99676,9,2009
164,99677,9,2009
164,99678,9,2009
164,99679,9,2009
174,99682,9,2009
174,99683,9,2009
174,99684,9,2009
174,99685,9,2009
174,99686,9,2009
174,99687,9,2009
161,99690,9,2009
161,99691,9,2009
161,99692,9,2009
161,99693,9,2009
161,99694,9,2009
161,99695,9,2009
161,99696,9,2009
161,99699,9,2009
164,99700,9,2009
164,99701,9,2009
164,99702,9,2009
164,99709,9,2009
164,9971,9,2009
164,9972,9,2009
164,9973,9,2009
164,99731,9,2009
164,99739,9,2009
164,9974,9,2009
164,9975,9,2009
177,99760,9,2009
177,99761,9,2009
177,99762,9,2009
177,99769,9,2009
164,99771,9,2009
164,99772,9,2009
164,99779,9,2009
164,9980,9,2009
164,9986,9,2009
55,E9500,9,2009
55,E9501,9,2009
55,E9502,9,2009
55,E9503,9,2009
55,E9504,9,2009
55,E9505,9,2009
55,E9506,9,2009
55,E9507,9,2009
55,E9508,9,2009
55,E9509,9,2009
55,E9510,9,2009
55,E9511,9,2009
55,E9518,9,2009
55,E9520,9,2009
55,E9521,9,2009
55,E9528,9,2009
55,E9529,9,2009
